,collection,shelfmark,testimony_title
415,USHMM,RG-50.471*0008,Oral history interview with Miriam Gershwin
416,USHMM,RG-50.031*0002,Oral history interview with Herschel Auerbach
417,USHMM,RG-50.106*0111,Oral history interview with Lena Gitter
418,USHMM,RG-50.165*0056,Oral history interview with Isaac Kowalski and Masha Kowalski
419,USHMM,RG-50.243*0005,Oral history interview with Eugenia Boroff
420,USHMM,RG-50.042*0032,Oral history interview with Norbert Wollheim
421,USHMM,RG-50.042*0008,Oral history interview with Leo Bretholz
422,USHMM,RG-50.030*0449,Oral history interview with Seymour Rubin
423,USHMM,RG-50.462*0089,Oral history interview with Fred Kulick
424,USHMM,RG-50.165*0051,Oral history interview with Robert Karras
425,USHMM,RG-50.755*0006,Oral history interview with Klara Lee
426,USHMM,RG-50.322*0007,Oral history interview with Helene Erman
427,USHMM,RG-50.010*0095,Oral history interview with Dennis Wile
428,USHMM,RG-50.030*0074,Oral history interview with Herbert Friedman
429,USHMM,RG-50.165*0135,Oral history interview with Frieda Wolff
430,USHMM,RG-50.154*0003,Oral history interview with Lily Baron
431,USHMM,RG-50.165*0024,Oral history interview with Irene Fishman
432,USHMM,RG-50.344*0004,Oral history interview with Dorothy Maroon
433,USHMM,RG-50.926*0002,Oral history interview with Claudia Cords-Damon
434,USHMM,RG-50.030*0244,Oral history interview with Thomas Ward
435,USHMM,RG-50.549.02*0043,Oral history interview with Liane Reif-Lehrer
436,USHMM,RG-50.322*0001,Oral history interview with Helen Abramovitz
437,USHMM,RG-50.405*0016,Oral history interview with Alex Friedgan
438,USHMM,RG-50.549.05*0014,Oral history interview with Paul Schlisser
439,USHMM,RG-50.030*0182,Oral history interview with David Pollack
440,USHMM,RG-50.154*0023,Oral history interview with Alice Ruda
441,USHMM,RG-50.405*0042,Oral history interview with Vladimir Reznikov
442,USHMM,RG-50.106*0058,Oral history interview with Joan Schwab
443,USHMM,RG-50.030*0257,Oral history interview with Norbert Wollheim
444,USHMM,RG-50.030*0591,Oral history interview with Blanche Hall
445,USHMM,RG-50.030*0473,Oral history interview with Julian Bussgang
446,USHMM,RG-50.233*0121,Oral history interview with Michael Scislowski
447,USHMM,RG-50.106*0176,Oral history interview with Melvin Galun
448,USHMM,RG-50.030*0541,Oral history interview with Lili Brody-Carmosino
449,USHMM,RG-50.030*0202,Oral history interview with Pierre Sauvage
450,USHMM,RG-50.042*0015,Oral history interview with Kurt Klein
451,USHMM,RG-50.549.05*0005,Oral history interview with Ann Klein
452,USHMM,RG-50.030*0579,Oral history interview with Clarence Brockman
453,USHMM,RG-50.030*0134,Oral history interview with Max Liebmann
454,USHMM,RG-50.012*0071,Oral history interview with Marion Pritchard and Tony Pritchard
455,USHMM,RG-50.462*0029,Oral history interview with Roy Allen
456,USHMM,RG-50.233*0103,Oral history interview with Jack Polak
457,USHMM,RG-50.030*0781,Oral history interview with Sabina Berggren
458,USHMM,RG-50.030*0451,Oral history interview with Edward Anders
459,USHMM,RG-50.030*0382,Oral history interview with William Zeck and Belle Mayer Zeck
460,USHMM,RG-50.106*0013,Oral history interview with Roberta Jones
461,USHMM,RG-50.405*0031,Oral history interview with Stan Khazan
462,USHMM,RG-50.322*0025,Oral history interview with Lydia May
463,USHMM,RG-50.030*0685,Oral history interview with Arvydas J. Kliore
464,USHMM,RG-50.106*0175,Oral history interview with Anita Etzyon
465,USHMM,RG-50.042*0020,Oral history interview with Lilly Appelbaum Malnik
466,USHMM,RG-50.322*0032,Oral history interview with Abe Stine
467,USHMM,RG-50.010*0032,Oral history interview with Ari Falik
468,USHMM,RG-50.462*0027,Oral history interview with Gerald Adler
469,USHMM,RG-50.030*0419,Oral history interview with Ernest Loewenstein
470,USHMM,RG-50.462*0103,Oral history interview with Phil DiGiorgio
471,USHMM,RG-50.030*0676,Oral history interview with Suzanne Coppel
472,USHMM,RG-50.106*0001,Oral history interview with Tana Gelfer
473,USHMM,RG-50.462*0100,Oral history interview with Fred Walters
474,USHMM,RG-50.030*0592,Oral history interview with Harry Ebert
475,USHMM,RG-50.030*0502,Oral history interview with Budd Schulberg
476,USHMM,RG-50.429*0005,Oral history interview with Margaret Lambert
477,USHMM,RG-50.031*0061,Oral history interview with Ruth Rehbock and Ralph Rehbock
478,USHMM,RG-50.031*0062,Oral history interview with Samuel Rosenberg
479,USHMM,RG-50.156*0039,Oral history interview with William McConahey
480,USHMM,RG-50.106*0113,Oral history interview with Riane Gruss
481,USHMM,RG-50.165*0043,Oral history interview with Shmuel Halpern
482,USHMM,RG-50.030*0073,Oral history interview with Viliam Fried
483,USHMM,RG-50.030*0143,Oral history interview with Joseph Maier
484,USHMM,RG-50.106*0124,Oral history interview with George Pisik
485,USHMM,RG-50.471*0002,Oral history interview with Celia Yewlow
486,USHMM,RG-50.549.02*0054,Oral history interview with Amalie Salsitz
487,USHMM,RG-50.156*0042,Oral history interview with Edmund Motzko
488,USHMM,RG-50.030*0791,Oral history interview with Stella Tobis
489,USHMM,RG-50.030*0498,Oral history interview with Evelyn Arzt Bergl
490,USHMM,RG-50.549.01*0017,Oral history interview with Anita Frank
491,USHMM,RG-50.030*0156,Oral history interview with Klaus Meier
492,USHMM,RG-50.030*0506,Oral history interview with Robert A. Belfer
493,USHMM,RG-50.029*0020,Oral history interview with Fritz Gluckstein
494,USHMM,RG-50.106*0141,Oral history interview with Kurt Roberg
495,USHMM,RG-50.233*0137,Oral history interview with Jack Trompettor
496,USHMM,RG-50.030*0242,Oral history interview with Frida Adler Wallenstein
497,USHMM,RG-50.030*0471,Oral history interview with Lucie Sternberg Rosenberg
498,USHMM,RG-50.549.02*0015,Oral history interview with Johanna Liebmann and Max Liebmann
499,USHMM,RG-50.030*0603,Oral history interview with Eva Yachnes
500,USHMM,RG-50.405*0029,Oral history interview with Lena Goryunov
501,USHMM,RG-50.462*0083,Oral history interview with Werner Glass
502,USHMM,RG-50.005*0037,Oral history interview with Beba Leventhal
503,USHMM,RG-50.322*0002,Oral history interview with Carmen Appell
504,USHMM,RG-50.755*0002,Oral history interview with Paul Beller
505,USHMM,RG-50.030*0019,Oral history interview with Frieda Belinfante
506,USHMM,RG-50.042*0013,Oral history interview with Siegfried Halbreich
507,USHMM,RG-50.030*0594,Oral history interview with John H. Lang
508,USHMM,RG-50.030*0751,Oral history interview with Sara Sherman
509,USHMM,RG-50.030*0276,Oral history interview with David Wasserman
510,USHMM,RG-50.030*0557,Oral history interview with Ira Segalewitz
511,USHMM,RG-50.030*0487,Oral history interview with John Meyerstein
512,USHMM,RG-50.926*0003,Oral history interview with Karen Ebel
513,USHMM,RG-50.470*0012,Oral history interview with Abraham Klausner
514,USHMM,RG-50.030*0253,Oral history interview with Curtis Whiteway
515,USHMM,RG-50.150*0038,Oral history interview with Ada Speyer
516,USHMM,RG-50.233*0129,Oral history interview with Harold Spear
517,USHMM,RG-50.322*0016,Oral history interview with Renate Harlan
518,USHMM,RG-50.549.01*0014,Oral history interview with Thomas Blatt
519,USHMM,RG-50.030*0586,Oral history interview with Ninetta Matsas Feldman
520,USHMM,RG-50.030*0131,Oral history interview with Miriam Storch Lewent
521,USHMM,RG-50.462*0121,Oral history interview with Sonja Samson
522,USHMM,RG-50.030*0674,Oral history interview with Erwin Dankner
523,USHMM,RG-50.405*0034,Oral history interview with Larry M.
524,USHMM,RG-50.030*0403,Oral history interview with Michael Naoum Matsas
525,USHMM,RG-50.005*0047,Oral history interview with Israel Rosenwald
526,USHMM,RG-50.030*0776,Oral history interview with Gilbert Waganheim
527,USHMM,RG-50.156*0014,Oral history interview with Henry Freier
528,USHMM,RG-50.062*0012,Oral history interview with Hazel Ishii
529,USHMM,RG-50.150*0034,Oral history interview with Erna Schutz
530,USHMM,RG-50.010*0082,Oral history interview with William A. Scott
531,USHMM,RG-50.030*0414,Oral history interview with Dr. Helene Reeves
532,USHMM,RG-50.106*0005,Oral history interview with Jerome Stasson
533,USHMM,RG-50.165*0114,Oral history interview with Vera Stern
534,USHMM,RG-50.030*0687,"Oral history interview with Ernest E. Dutcher, Jr."
535,USHMM,RG-50.165*0111,Oral history interview with Maury Spira and Sylvia Spira
536,USHMM,RG-50.030*0723,Oral history interview with Norman G. Coulson
537,USHMM,RG-50.156*0041,Oral history interview with Victor Mintz
538,USHMM,RG-50.031*0029,Oral history interview with Hans Herzberg
539,USHMM,RG-50.042*0014,Oral history interview with Isadore Helfing
540,USHMM,RG-50.106*0036,Oral history interview with Charles Barber
541,USHMM,RG-50.234*0022,"Oral history interview with Arieh Pinchuk, Dan Hiram, and Daniel Dagen"
542,USHMM,RG-50.030*0532,Oral history interview with Lucie Ragin
543,USHMM,RG-50.405*0001,Oral history interview with Anatoly A
544,USHMM,RG-50.030*0133,Oral history interview with Johanne Eva Liebmann
545,USHMM,RG-50.165*0022,Oral history interview with Moritz Felberman
546,USHMM,RG-50.233*0114,Oral history interview with Pal Rosza
547,USHMM,RG-50.030*0589,Oral history interview with Grant Shultheis
548,USHMM,RG-50.030*0536,Oral history interview with Maurice Friedberg
549,USHMM,RG-50.470*0020,Oral history interview with Milton Shurr
550,USHMM,RG-50.233*0100,Oral history interview with Miki Pear
551,USHMM,RG-50.154*0014,Oral history interview with Eugene Kellner
552,USHMM,RG-50.165*0064,Oral history interview with Rosalie Lerman
553,USHMM,RG-50.233*0080,Oral history interview with Nathan Magier
554,USHMM,RG-50.156*0009,Oral history interview with Donald Dean
555,USHMM,RG-50.165*0050,Oral history interview with Herbert Kalter
556,USHMM,RG-50.031*0065,"Oral history interview with Hannelore Silverman, Sol Schindel, and several unnamed people"
557,USHMM,RG-50.233*0021,Oral history interview with Henry Drobiarz
558,USHMM,RG-50.405*0005,Oral history interview with Yuri B
559,USHMM,RG-50.031*0060,Oral history interview with Ralph Rehbock
560,USHMM,RG-50.030*0061,Oral history interview with Michael Diamond
561,USHMM,RG-50.462*0106,Oral history interview with Daniel Goldsmith
562,USHMM,RG-50.156*0030,Oral history interview with Gisela Konopka
563,USHMM,RG-50.344*0009,Oral history interview with Phyllis Law
564,USHMM,RG-50.030*0684,Oral history interview with Jack Mondschein
565,USHMM,RG-50.030*0421,Oral history interview with Hannah Biberstein
566,USHMM,RG-50.030*0347,Oral history interview with David Davis
567,USHMM,RG-50.028*0035,Oral history interview with Simone Liebster
568,USHMM,RG-50.030*0325,Oral history interview with Fritz Schnaittacher
569,USHMM,RG-50.030*0395,Oral history interview with Max Heller
570,USHMM,RG-50.156*0022,Oral history interview with Charlotte Hirsch
571,USHMM,RG-50.106*0065,Oral history interview with Herbert Bitter
572,USHMM,RG-50.462*0004,Oral history interview with Eva Burns
573,USHMM,RG-50.030*0446,Oral history interview with Helen Tichauer and Anna Palarczyk
574,USHMM,RG-50.030*0668,Oral history interview with Freddy Schumer
575,USHMM,RG-50.030*0117,Oral history interview with Paul Kovak
576,USHMM,RG-50.462*0073,Oral history interview with Marian Turzanski
577,USHMM,RG-50.344*0006,Oral history interview with Mary Bergquist
578,USHMM,RG-50.030*0246,Oral history interview with Helen Waterford
579,USHMM,RG-50.030*0559,Oral history interview with Leonard Vis
580,USHMM,RG-50.030*0068,Oral history interview with Morris Engelson
581,USHMM,RG-50.549.02*0060,Oral history interview with Guta Blass Weintraub
582,USHMM,RG-50.615*0001,Oral history interview with Zuzana Ruzickova
583,USHMM,RG-50.030*0519,Oral history interview with Asa Shapiro
584,USHMM,RG-50.030*0373,Oral history interview with Michel Reynders
585,USHMM,RG-50.030*0516,Oral history interview with Ruth Buhling
586,USHMM,RG-50.549.02*0069,Oral history interview with Isaac Nehama
587,USHMM,RG-50.156*0043,Oral history interview with Kay Bonner Nee
588,USHMM,RG-50.755*0005,Oral history interview with Kurt Herman
589,USHMM,RG-50.106*0087,Oral history interview with Elizabeth Strassburger
590,USHMM,RG-50.471*0009,Oral history interview with Ted Pais
591,USHMM,RG-50.233*0095,Oral history interview with Emanuel Munzer
592,USHMM,RG-50.462*0082,Oral history interview with Nina Frisch
593,USHMM,RG-50.030*0556,Oral history interview with Renne Schiller
594,USHMM,RG-50.549.02*0065,Oral history interview with Eddie Willner
595,USHMM,RG-50.106*0167,Oral history interview with Eli Dortort
596,USHMM,RG-50.030*0547,Oral history interview with Paula Bronstein
597,USHMM,RG-50.106*0159,Oral history interview with Susan Berlin
598,USHMM,RG-50.549.02*0049,Oral history interview with Frida Wallenstein
599,USHMM,RG-50.462*0016,Oral history interview with Kurt Kupferberg
600,USHMM,RG-50.429*0003,Oral history interview with Herman Goldberg
601,USHMM,RG-50.106*0131,Oral history interview with Michael Lin
602,USHMM,RG-50.030*0283,Oral history interview with Dov Dafner
603,USHMM,RG-50.243*0022,Oral history interview with Zezette Larson
604,USHMM,RG-50.233*0139,Oral history interview with Solomon Urbach
605,USHMM,RG-50.150*0040,Oral history interview with George Tobias
606,USHMM,RG-50.150*0022,Oral history interview with Miriam Knoepfler
607,USHMM,RG-50.030*0522,Oral history interview with Lore Segal
608,USHMM,RG-50.165*0119,Oral history interview with Sigmund Tobias
609,USHMM,RG-50.030*0087,Oral history interview with Samuel Gruber
610,USHMM,RG-50.010*0072,Oral history interview with William W. Quinn
611,USHMM,RG-50.030*0771,Oral history interview with Dino Brugioni
612,USHMM,RG-50.030*0568,Oral history interview with Anita Graber
613,USHMM,RG-50.030*0561,Oral history interview with Vera Glasberg
614,USHMM,RG-50.154*0029,Oral history interview with Melwood van Scoyoc
615,USHMM,RG-50.030*0263,Oral history interview with Norbert Yasharoff
616,USHMM,RG-50.462*0111,Oral history interview with Alex Krasheninnikow
617,USHMM,RG-50.106*0051,Oral history interview with Moris Gluckman
618,USHMM,RG-50.322*0014,Oral history interview with Rachel Frydman
619,USHMM,RG-50.030*0523,Oral history interview with Werner Kleeman
620,USHMM,RG-50.165*0067,Oral history interview with Willie Lieberman
621,USHMM,RG-50.106*0162,Oral history interview with Frank Liebermann
622,USHMM,RG-50.150*0042,Oral history interview with Ruth Wertheimes
623,USHMM,RG-50.470*0025,Oral history interview with Alan Zimm
624,USHMM,RG-50.549.02*0033,Oral history interview with Hetty d'Ancona de Leeuwe
625,USHMM,RG-50.156*0047,Oral history interview with Leonard Parker
626,USHMM,RG-50.030*0011,Oral history interview with Lore Baer
627,USHMM,RG-50.405*0009,Oral history interview with Rita Blinstein
628,USHMM,RG-50.549.01*0009,Oral history interview with Nesse Godin
629,USHMM,RG-50.462*0067,Oral history interview with Mirjam Pinkhof
630,USHMM,RG-50.462*0080,Oral history interview with Helmut Frank
631,USHMM,RG-50.470*0004,Oral history interview with Helen Fagin
632,USHMM,RG-50.462*0087,Oral history interview with Simone Horowitz
633,USHMM,RG-50.549.02*0072,Oral history interview with Emanuel Mandel
634,USHMM,RG-50.030*0482,Oral history interview with Helen Bamber
635,USHMM,RG-50.010*0005,Oral history interview with Grady M. Barker
636,USHMM,RG-50.106*0168,Oral history interview with Hilda Seftor
637,USHMM,RG-50.010*0016,Oral history interview with David Campbell
638,USHMM,RG-50.233*0078,Oral history interview with Henry Lubell
639,USHMM,RG-50.030*0266,Oral history interview with Robert Zimmer
640,USHMM,RG-50.233*0140,Oral history interview with Moishe Weiner
641,USHMM,RG-50.030*0241,Oral history interview with Jerry von Halle
642,USHMM,RG-50.030*0374,Oral history interview with Marthe Hoffnung Cohn
643,USHMM,RG-50.030*0669,Oral history interview with Eric Heinz Bondy
644,USHMM,RG-50.106*0119,Oral history interview with Morris Rosen
645,USHMM,RG-50.462*0019,Oral history interview with Anne Weidemann-Russell
646,USHMM,RG-50.470*0007,Oral history interview with Henny Gurko
647,USHMM,RG-50.028*0019,Oral history interview with Johannes Hamann
648,USHMM,RG-50.106*0130,Oral history interview with Alice Eberstarkova Masters
649,USHMM,RG-50.165*0053,Oral history interview with Morris Kesselman and Rita Kesselman
650,USHMM,RG-50.462*0050,Oral history interview with Gabriela Truly
651,USHMM,RG-50.010*0012,Oral history interview with Haim Blanc
652,USHMM,RG-50.549.01*0024,Oral history interview with William Lowenberg
653,USHMM,RG-50.005*0019,"Oral history group interview with Barbara Gerson, Barry Bruk, Marion Chervin, Sophie Weinstein, and Fred Diament"
654,USHMM,RG-50.549.01*0003,Oral history interview with Esthy Adler
655,USHMM,RG-50.322*0009,Oral history interview with Johannes Feenstra
656,USHMM,RG-50.549.03*0003,Oral history interview with Blanka Rothschild
657,USHMM,RG-50.549.02*0006,Oral history interview with Agnes Vogel
658,USHMM,RG-50.156*0032,Oral history interview with Berek Latarus
659,USHMM,RG-50.030*0249,Oral history interview with Jacob Wiener
660,USHMM,RG-50.030*0404,Oral history interview with Marguerite Glicksman
661,USHMM,RG-50.470*0005,Oral history interview with Suzanne Foldes
662,USHMM,RG-50.030*0189,Oral history interview with Gerhart Riegner
663,USHMM,RG-50.030*0049,Oral history interview with Ion Butnaru
664,USHMM,RG-50.030*0146,Oral history interview with Lilly Appelbaum Malnik
665,USHMM,RG-50.165*0137,Oral history interview with Albert Zeder and Naomi Zeder
666,USHMM,RG-50.470*0022,Oral history interview with Fela Warshau
667,USHMM,RG-50.462*0051,Oral history interview with Agnes Mandl Adachi
668,USHMM,RG-50.029*0031,Oral history interview with Arlette de Long
669,USHMM,RG-50.030*0313,Oral history interview with Henry Levis
670,USHMM,RG-50.462*0047,Oral history interview with Steffi Schwarcz
671,USHMM,RG-50.010*0004,Oral history interview with John Henry Baker
672,USHMM,RG-50.030*0643,Oral history interview with Judith Heimann
673,USHMM,RG-50.030*0552,Oral history interview with Gittel Jaskulski Hunt
674,USHMM,RG-50.154*0027,Oral history interview with Friedel Treitel
675,USHMM,RG-50.322*0006,Oral history interview with Hans Erman
676,USHMM,RG-50.549.05*0011,Oral history interview with Oscar Haber
677,USHMM,RG-50.233*0134,Oral history interview with Harry Tabrys
678,USHMM,RG-50.030*0653,Oral history interview with Leni Hoffman
679,USHMM,RG-50.042*0007,Oral history interview with Shony Braun
680,USHMM,RG-50.462*0023,Oral history interview with Ellen Tarlow
681,USHMM,RG-50.462*0064,Oral history interview with Malvina Herzfeld
682,USHMM,RG-50.106*0074,Oral history interview with Goldie Gendelman
683,USHMM,RG-50.030*0172,Oral history interview with Frieda Greinegger Noga
684,USHMM,RG-50.030*0194,Oral history interview with Alice Lang Rosen
685,USHMM,RG-50.233*0089,Oral history interview with Arthur Menke
686,USHMM,RG-50.165*0049,Oral history interview with Salomon Jakubowicz and Frieda Jakubowicz
687,USHMM,RG-50.030*0389,Oral history interview with Inge Sachs Rosenthal
688,USHMM,RG-50.156*0025,Oral history interview with Herbert Jonas
689,USHMM,RG-50.030*0496,Oral history interview with Hedwig Rose
690,USHMM,RG-50.030*0692,Oral history interview with Richard Bedford
691,USHMM,RG-50.030*0460,Oral history interview with Gabriele Derenberg Schiff
692,USHMM,RG-50.106*0245,Oral history interview with Moshe Kraus
693,USHMM,RG-50.156*0002,Oral history interview with Sam Ackos
694,USHMM,RG-50.106*0164,Oral history interview with Thea S. Rips
695,USHMM,RG-50.010*0013,Oral history interview with Kenneth Bowers
696,USHMM,RG-50.028*0009,Oral history interview with Ruth Danner
697,USHMM,RG-50.154*0032,Oral history interview with Marie Winkelman
698,USHMM,RG-50.549.01*0026,Oral history interview with Fritz Schnaittacher
699,USHMM,RG-50.322*0028,Oral history interview with Hannah Northway
700,USHMM,RG-50.062*0027,Panel discussion with Holocaust survivors and members of the 522nd Field Artillery Battalion
701,USHMM,RG-50.150*0017,Oral history interview with Regina Hoffman
702,USHMM,RG-50.030*0100,Oral history interview with Ernest James
703,USHMM,RG-50.010*0019,Oral history interview with Franklin Lee Clark
704,USHMM,RG-50.106*0052,Oral history interview with Margie Rosenthal
705,USHMM,RG-50.030*0783,Oral history interview with Thaddeus Gubala
706,USHMM,RG-50.042*0011,Oral history interview with Paulette Fink
707,USHMM,RG-50.010*0022,Oral history interview with Kenneth W. Cotton
708,USHMM,RG-50.106*0221,Oral history interview with Philip Pines
709,USHMM,RG-50.154*0007,Oral history interview with Anya Brodman
710,USHMM,RG-50.462*0097,Oral history interview with Ida Rudley
711,USHMM,RG-50.154*0002,Oral history interview with Eva Anderman
712,USHMM,RG-50.010*0017,Oral history interview with Philip Carlquist
713,USHMM,RG-50.030*0598,Oral history interview with Ruth K. Heiman
714,USHMM,RG-50.042*0026,Oral history interview with Tina Strobos
715,USHMM,RG-50.154*0010,Oral history interview with Ilse Friedman
716,USHMM,RG-50.150*0016,Oral history interview with Ruth Hockley
717,USHMM,RG-50.920*0001,Oral history interview with James M. Burgess
718,USHMM,RG-50.462*0065,Oral history interview with Liesl Loeb
719,USHMM,RG-50.030*0287,Oral history interview with Norma Schneiderman
720,USHMM,RG-50.470*0003,Oral history interview with Jim Cacioppo
721,USHMM,RG-50.165*0066,Oral history interview with Herman Lewinter
722,USHMM,RG-50.462*0084,Oral history interview with Raoul Harmelin
723,USHMM,RG-50.030*0462,Oral history interview with Helen Spitzer Tichauer
724,USHMM,RG-50.429*0001,Oral history interview with Milton Green
725,USHMM,RG-50.030*0600,Oral history interview with Eleanor Rolfe
726,USHMM,RG-50.030*0162,Oral history interview with Peretz Milbauer
727,USHMM,RG-50.322*0013,Oral history interview with Emma Fiszlewicz
728,USHMM,RG-50.030*0108,Oral history interview with Margaret Jastrow Klug
729,USHMM,RG-50.030*0525,Oral history interview with Adalbert Lallier
730,USHMM,RG-50.106*0114,Oral history interview with Richard W. Peterson
731,USHMM,RG-50.233*0108,Oral history interview with Liane Reif-Lehrer
732,USHMM,RG-50.030*0147,Oral history interview with Emanuel Mandel
733,USHMM,RG-50.030*0533,Oral history interview with André Zalc
734,USHMM,RG-50.030*0151,Oral history interview with Paul Matasovsky
735,USHMM,RG-50.030*0701,Oral history interview with Alice Tyroler
736,USHMM,RG-50.462*0025,Oral history interview with Sidney Willig
737,USHMM,RG-50.549.02*0052,Oral history interview with Norman Salsitz
738,USHMM,RG-50.462*0061,Oral history interview with Lilly Friedman
739,USHMM,RG-50.926*0004,Oral history interview with Wolf Kahn
740,USHMM,RG-50.156*0048,Oral history interview with Faye Porter
741,USHMM,RG-50.165*0032,Oral history interview with Joseph Glikman
742,USHMM,RG-50.156*0053,Oral history interview with Lucy Smith
743,USHMM,RG-50.165*0015,Oral history interview with Jerry Cooper
744,USHMM,RG-50.030*0089,Oral history interview with Max Haber
745,USHMM,RG-50.030*0368,Oral history interview with Carol Stern Steinhardt
746,USHMM,RG-50.462*0096,Oral history interview with Sophie Roth
747,USHMM,RG-50.030*0696,Oral history interview with Shulim Jonas
748,USHMM,RG-50.030*0003,Oral history interview with Agnes Mandl Adachi
749,USHMM,RG-50.405*0008,Oral history interview with Alex Blinstein
750,USHMM,RG-50.030*0135,Oral history interview with Eugene Lipman
751,USHMM,RG-50.549.02*0058,Oral history interview with Rose Warner
752,USHMM,RG-50.322*0023,Oral history interview with Lottie Liebermann
753,USHMM,RG-50.030*0394,Oral history interview with Trude Heller
754,USHMM,RG-50.030*0490,Oral history interview with Sibylle Sarah Niemӧller
755,USHMM,RG-50.042*0024,Oral history interview with Agi Rubin
756,USHMM,RG-50.165*0040,Oral history interview with Rachel Haber
757,USHMM,RG-50.462*0011,Oral history interview with Suzanne Gross
758,USHMM,RG-50.462*0038,Oral history interview with Henry Froehlich
759,USHMM,RG-50.405*0037,Oral history interview with G. P.
760,USHMM,RG-50.165*0071,Oral history interview with Gerda Marcus
761,USHMM,RG-50.233*0039,Oral history interview with Monique Goodrich
762,USHMM,RG-50.562*0010,Oral history interview with Gert Silver
763,USHMM,RG-50.030*0356,Oral history interview with Flora Mendelowitz Singer
764,USHMM,RG-50.471*0006,Oral history interview with Henry Kellen
765,USHMM,RG-50.165*0028,"Oral history interview with Isadore Froiman, Adela Froiman, and Sabina Taubenfeld"
766,USHMM,RG-50.030*0110,Oral history interview with Carl Knuemann
767,USHMM,RG-50.030*0092,Oral history interview with Philip Helbling
768,USHMM,RG-50.233*0043,Oral history interview with Bernard Green
769,USHMM,RG-50.920*0005,Oral history interview with Howard Margol
770,USHMM,RG-50.233*0008,Oral history interview with Alice Bogart
771,USHMM,RG-50.030*0302,Oral history interview with Helene Barac
772,USHMM,RG-50.030*0596,Oral history interview with Marion Wolff
773,USHMM,RG-50.165*0115,Oral history interview with Susan Tatum
774,USHMM,RG-50.030*0138,Oral history interview with Masha Loen
775,USHMM,RG-50.030*0415,Oral history interview with Edith Csengeri
776,USHMM,RG-50.165*0013,Oral history interview with Mendel Chulew
777,USHMM,RG-50.154*0022,Oral history interview with Hans Prins
778,USHMM,RG-50.156*0027,Oral history interview with William Kamman
779,USHMM,RG-50.462*0030,Oral history interview with Chayale Ash-Fuhrman
780,USHMM,RG-50.028*0057,Oral history interview with Michel J. Swierkos
781,USHMM,RG-50.755*0008,Oral history interview with Erwin Tepper
782,USHMM,RG-50.549.02*0002,Oral history interview with Elizabeth Kaufmann Koenig
783,USHMM,RG-50.030*0409,Oral history interview with Peter Black
784,USHMM,RG-50.106*0090,Oral history interview with Thomas B. Gardiner
785,USHMM,RG-50.462*0033,Oral history interview with Nino deProphetis
786,USHMM,RG-50.106*0007,Oral history interview with Ernest Kolben
787,USHMM,RG-50.030*0384,Oral history interview with David Stoliar
788,USHMM,RG-50.462*0057,Oral history interview with (D.S.) Anonymous
789,USHMM,RG-50.462*0017,Oral history interview with Herbert Lindemeyer
790,USHMM,RG-50.156*0005,Oral history interview with Fred Baron
791,USHMM,RG-50.462*0116,Oral history interview with Yehuda Mandell
792,USHMM,RG-50.462*0093,Oral history interview with Bernard Mednicki
793,USHMM,RG-50.165*0124,Oral history interview with Fela Urlik
794,USHMM,RG-50.154*0001,Oral history interview with Alice Adler
795,USHMM,RG-50.322*0017,Oral history interview with Ernest Heilbronner
796,USHMM,RG-50.062*0026,Oral history interview with members of the 522nd Field Artillery Battalion
797,USHMM,RG-50.030*0090,Oral history interview with Leo Hanin
798,USHMM,RG-50.030*0721,Oral history interview with Hilde Gundel
799,USHMM,RG-50.549.01*0022,Oral history interview with Florence Gitelman Eisen
800,USHMM,RG-50.030*0407,Oral history interview with Hans Mommsen
801,USHMM,RG-50.233*0022,Oral history interview with Maria Efes
802,USHMM,RG-50.462*0094,Oral history interview with Sibylle Niemӧller
803,USHMM,RG-50.030*0256,Oral history interview with Franz Wohlfahrt
804,USHMM,RG-50.030*0710,Oral history interview with Arthur Gifford-England
805,USHMM,RG-50.549.02*0029,Oral history interview with Leon Chameides
806,USHMM,RG-50.405*0014,Oral history interview with Igor Fertelmeyster
807,USHMM,RG-50.344*0002,Oral history interview with Mary M. Wood
808,USHMM,RG-50.165*0133,Oral history interview with Elie Wiesel
809,USHMM,RG-50.030*0120,Oral history interview with Doriane Kurz
810,USHMM,RG-50.106*0140,Oral history interview with Brigitte Freidin
811,USHMM,RG-50.154*0025,Oral history interview with Manfred Simon
812,USHMM,RG-50.030*0215,Oral history interview with Jerry Slivka
813,USHMM,RG-50.462*0117,Oral history interview with Armand Mednick
814,USHMM,RG-50.549.02*0024,Oral history interview with Susie Schwarz
815,USHMM,RG-50.030*0587,Oral history interview with Fred Firnbacher
816,USHMM,RG-50.030*0081,Oral history interview with Antoni Golba
817,USHMM,RG-50.156*0011,Oral history interview with David Eiger
818,USHMM,RG-50.462*0072,Oral history interview with Elsa Turteltaub
819,USHMM,RG-50.462*0124,Oral history interview with Lisa Tyre
820,USHMM,RG-50.405*0035,Oral history interview with Yanina Nayman
821,USHMM,RG-50.030*0551,Oral history interview with Annette Fein
822,USHMM,RG-50.755*0004,Oral history interview with Elizabeth Davis and Fritzi Nozik
823,USHMM,RG-50.030*0362,Oral history interview with Henry Cohen
824,USHMM,RG-50.549.02*0020,Oral history interview with Fritzie Fritzshall
825,USHMM,RG-50.588*0001,Oral history interview with Frank Wallis
826,USHMM,RG-50.165*0041,Oral history interview with Harry Haft
