,collection,shelfmark,testimony_title
825,USHMM,RG-50.233*0126,Oral history interview with Flora Mendelowitz Singer
826,USHMM,RG-50.471*0013,Oral history interview with Avraham Tory
827,USHMM,RG-50.165*0009,Oral history interview with Sam Brach and Miriam Brach
828,USHMM,RG-50.561*0001,Oral history interview with Flora Frank
829,USHMM,RG-50.150*0015,Oral history interview with G. Hirschfeld
830,USHMM,RG-50.030*0065,Oral history interview with Herbert Pundik
831,USHMM,RG-50.471*0005,Oral history interview with Eta Hecht
832,USHMM,RG-50.150*0019,Oral history interview with Walter Horn
833,USHMM,RG-50.030*0588,Oral history interview with Bertl Rosenfeld Esenstad
834,USHMM,RG-50.549.05*0002,Oral history interview with Sylvia Green
835,USHMM,RG-50.106*0149,Oral history interview with Tole Johannes Madna
836,USHMM,RG-50.322*0021,Oral history interview with Lillie Levine
837,USHMM,RG-50.405*0045,Oral history interview with Alexander Uman
838,USHMM,RG-50.549.02*0074,Oral history interview with Mieczyslaw Madejski
839,USHMM,RG-50.549.05*0012,Oral history interview with Alexander Rosenberg
840,USHMM,RG-50.030*0196,Oral history interview with Fani Birnberg Ross
841,USHMM,RG-50.030*0163,Oral history interview with Elisabeth Model
842,USHMM,RG-50.156*0037,Oral history interview with Helen Mastbaum
843,USHMM,RG-50.549.02*0064,Oral history interview with Beno Helmer
844,USHMM,RG-50.549.05*0006,Oral history interview with Paul Pressman
845,USHMM,RG-50.233*0060,Oral history interview with Joseph Kirzhner
846,USHMM,RG-50.549.02*0073,Oral history interview with Flory Jagoda
847,USHMM,RG-50.462*0105,Oral history interview with Samuel Flor
848,USHMM,RG-50.165*0096,Oral history interview with Noach Rodzinek and Perel Rodzinek
849,USHMM,RG-50.233*0097,Oral history interview with Eugene Miller
850,USHMM,RG-50.030*0333,Oral history interview with Rudolph Haas
851,USHMM,RG-50.429*0002,Oral history interview with John Woodruff
852,USHMM,RG-50.549.02*0038,Oral history interview with Isaac Danon
853,USHMM,RG-50.106*0142,Oral history interview with Alfred Schnog
854,USHMM,RG-50.062*0022,Oral history interview with Armin Nagel
855,USHMM,RG-50.010*0063,Oral history interview with Judah Nadich
856,USHMM,RG-50.030*0279,Oral history interview with Max Schmidt
857,USHMM,RG-50.030*0142,Oral history interview with Mieczyslaw Madejski
858,USHMM,RG-50.462*0028,Oral history interview with Myer Adler
859,USHMM,RG-50.150*0041,Oral history interview with Ellen Wall
860,USHMM,RG-50.150*0018,Oral history interview with Irmgard Horn
861,USHMM,RG-50.233*0011,Oral history interview with Maria Brieger
862,USHMM,RG-50.150*0025,Oral history interview with Tilde Lowenthal
863,USHMM,RG-50.156*0018,Oral history interview with Max Grosblat
864,USHMM,RG-50.012*0010,Oral history interview with Agnieszka Budna-Widerschal
865,USHMM,RG-50.030*0148,Oral history interview with Yehuda Mandel
866,USHMM,RG-50.165*0090,Oral history interview with Alex Petrushka
867,USHMM,RG-50.755*0001,Oral history interview with Kurt Admon
868,USHMM,RG-50.030*0712,Oral history interview with Pepi Schafler
869,USHMM,RG-50.030*0436,Oral history interview with Gertrude Granirer Flor
870,USHMM,RG-50.156*0033,Oral history interview with James Loewenson
871,USHMM,RG-50.010*0059,Oral history interview with Eugene McPheeters
872,USHMM,RG-50.233*0032,Oral history interview with Bozenna Gilbride
873,USHMM,RG-50.030*0445,Oral history interview with Rolf Hirschberg
874,USHMM,RG-50.030*0310,Oral history interview with George L. Mosse
875,USHMM,RG-50.030*0254,Oral history interview with Wallace A. Witkowski
876,USHMM,RG-50.030*0339,Oral history interview with Joseph Kutrzeba
877,USHMM,RG-50.156*0058,Oral history interview with Dora Zaidenweber
878,USHMM,RG-50.030*0514,Oral history interview with Saul Kagan
879,USHMM,RG-50.165*0011,Oral history interview with Al Bukiet and Joseph Bukiet
880,USHMM,RG-50.462*0053,Oral history interview with Tibor Baranski
881,USHMM,RG-50.549.01*0019,Oral history interview with Lucine Horn
882,USHMM,RG-50.405*0036,Oral history interview with A. P
883,USHMM,RG-50.549.02*0023,Oral history interview with Stefan Czyzewski
884,USHMM,RG-50.755*0007,Oral history interview with Helga Milberg
885,USHMM,RG-50.030*0495,Oral history interview with Michael M. Cernea
886,USHMM,RG-50.470*0017,Oral history interview with Judah Nadich
887,USHMM,RG-50.030*0167,Oral history interview with Preben Munch-Nielsen
888,USHMM,RG-50.030*0282,Oral history interview with Conrad Mehler
889,USHMM,RG-50.030*0406,Oral history interview with Gunnar Sønsteby
890,USHMM,RG-50.005*0028,Oral history interview with Erika Jacoby and Malvina Engel
891,USHMM,RG-50.562*0001,Oral history interview with Jack Bass
892,USHMM,RG-50.010*0028,Oral history interview with Joseph Drewry
893,USHMM,RG-50.549.01*0025,Oral history interview with Jan Nowak
894,USHMM,RG-50.030*0413,Oral history interview with Miles Lerman
895,USHMM,RG-50.030*0746,Oral history interview with Walter Meyer
896,USHMM,RG-50.233*0144,Oral history interview with Frances Zatz
897,USHMM,RG-50.030*0014,Oral history interview with Tove Schöbaum Bamberger
898,USHMM,RG-50.030*0122,Oral history interview with Magda Mezei Lapedus
899,USHMM,RG-50.030*0021,Oral history interview with Frederic Bernard
900,USHMM,RG-50.030*0118,Oral history interview with Isaac Kowalski
901,USHMM,RG-50.414*0001,Oral history interview with Albert Speer
902,USHMM,RG-50.549.01*0016,Oral history interview with Anna Leiser-Kleinhaus
903,USHMM,RG-50.106*0083,Oral history interview with Hedi Pope
904,USHMM,RG-50.165*0131,Oral history interview with Charlotte Wendel
905,USHMM,RG-50.233*0112,Oral history interview with Coenraad Rood
906,USHMM,RG-50.030*0018,Oral history interview with Zina Schulz Baum
907,USHMM,RG-50.462*0045,Oral history interview with Willi Nowak
908,USHMM,RG-50.106*0156,Oral history interview with Alfred Munzer
909,USHMM,RG-50.030*0357,Oral history interview with Israel Ipson
910,USHMM,RG-50.462*0088,Oral history interview with Lola Krause
911,USHMM,RG-50.030*0063,Oral history interview with Robert Mills Donihi
912,USHMM,RG-50.549.02*0079,Oral history interview with Theodora Klayman
913,USHMM,RG-50.030*0058,Oral history interview with Isaac Danon
914,USHMM,RG-50.030*0228,Oral history interview with Martin Strauss
915,USHMM,RG-50.150*0036,Oral history interview with Werner Solomon
916,USHMM,RG-50.165*0087,Oral history interview with Walter Peltz
917,USHMM,RG-50.030*0265,Oral history interview with Hiltgunt Margret Zassenhaus
918,USHMM,RG-50.106*0127,Oral history interview with Fred Gutter
919,USHMM,RG-50.470*0009,Oral history interview with John Holmes
920,USHMM,RG-50.233*0077,Oral history interview with Elizabeth Lubell
921,USHMM,RG-50.030*0510,Oral history interview with Lillyan Rosenberg
922,USHMM,RG-50.549.03*0002,Oral history interview with Regina Laks Gelb
923,USHMM,RG-50.030*0077,Oral history interview with Lilly Schwarz Gach
924,USHMM,RG-50.233*0034,Oral history interview with Alma Goldberg
925,USHMM,RG-50.926*0007,Oral history interview with Henry Weinstock
926,USHMM,RG-50.243*0007,Oral history interview with Yael Danieli
927,USHMM,RG-50.549.01*0018,Oral history interview with Felix Horn
928,USHMM,RG-50.030*0123,Oral history interview with Frima L.
929,USHMM,RG-50.462*0076,Oral history interview with Roger Bryan
930,USHMM,RG-50.322*0019,Oral history interview with Esther Lawner
931,USHMM,RG-50.154*0017,Oral history interview with Johanna Mantel
932,USHMM,RG-50.156*0049,Oral history interview with Ben Rosenzweig
933,USHMM,RG-50.030*0545,Oral history interview with Ellen Zweig
934,USHMM,RG-50.031*0016,Oral history interview with Jack Frank
935,USHMM,RG-50.106*0155,Oral history interview with Norbert V. Hilsberg
936,USHMM,RG-50.030*0274,Oral history interview with Fred Deutsch
937,USHMM,RG-50.462*0063,Oral history interview with Ephraim Glaser
938,USHMM,RG-50.549.02*0076,Oral history interview with Paul A. Strassmann
939,USHMM,RG-50.233*0090,Oral history interview with Semyon Menyuk
940,USHMM,RG-50.150*0030,Oral history interview with Arthur Plaut
941,USHMM,RG-50.322*0029,Oral history interview with Sig Sanders
942,USHMM,RG-50.030*0388,Oral history interview with Samuel Makower
943,USHMM,RG-50.030*0863,Oral history interview with Erika Tamar
944,USHMM,RG-50.030*0013,Oral history interview with Niels Bamberger
945,USHMM,RG-50.030*0349,Oral history interview with Jacques L. Godel
946,USHMM,RG-50.030*0335,Oral history interview with Theodore Feder
947,USHMM,RG-50.233*0065,Oral history interview with Aaron Laro
948,USHMM,RG-50.030*0531,Oral history interview with Tracy Strong
949,USHMM,RG-50.549.01*0013,Oral history interview with Eva Edmands
950,USHMM,RG-50.233*0025,Oral history interview with Lonia Fishman
951,USHMM,RG-50.030*0327,Oral history interview with Adam Beer
952,USHMM,RG-50.156*0023,Oral history interview with David Jagoda
953,USHMM,RG-50.030*0566,Oral history interview with Joachim J. Baer
954,USHMM,RG-50.165*0012,Oral history interview with Leon Chadajo and Renia Chadajo
955,USHMM,RG-50.165*0106,Oral history interview with Jules Seidenwebber
956,USHMM,RG-50.030*0301,Oral history interview with Per Anger
957,USHMM,RG-50.165*0031,Oral history interview with Helen Gilmer
958,USHMM,RG-50.926*0006,Oral history interview with Kathy Preston
959,USHMM,RG-50.549.02*0080,Oral history interview with Joseph Elman
960,USHMM,RG-50.154*0005,Oral history interview with Kurt Baum
961,USHMM,RG-50.030*0149,Oral history interview with Laura Margolis
962,USHMM,RG-50.165*0083,Oral history interview with Max Neselrot and Dora Neselrot
963,USHMM,RG-50.106*0017,Oral history interview with Salomon Cohen
964,USHMM,RG-50.156*0035,Oral history interview with Mark Mandel
965,USHMM,RG-50.471*0011,Oral history interview with Berel Zisman
966,USHMM,RG-50.405*0004,Oral history interview with Lia A
967,USHMM,RG-50.030*0749,Oral history interview with Roger Neighborgall
968,USHMM,RG-50.322*0015,Oral history interview with Felix Garfunkel
969,USHMM,RG-50.030*0458,Oral history interview with Ginetta Sagan
970,USHMM,RG-50.233*0030,Oral history interview with Irene Frisch
971,USHMM,RG-50.165*0054,Oral history interview with Abraham Kessler and Frieda Kessler
972,USHMM,RG-50.165*0088,Oral history interview with Jack Perry
973,USHMM,RG-50.150*0002,Oral history interview with Lilo Callman and Ann Callman
974,USHMM,RG-50.549.01*0027,Oral history interview with Madeline Deutsch
975,USHMM,RG-50.030*0652,Oral history interview with Fred Lorber
976,USHMM,RG-50.060*0047,Oral history interview with Wella Schiffman
977,USHMM,RG-50.165*0117,Oral history interview with Marcus Tepper
978,USHMM,RG-50.106*0161,Oral history interview with Lore Schneider
979,USHMM,RG-50.322*0030,Oral history interview with Helga Silbermann
980,USHMM,RG-50.030*0453,Oral history interview with Mikulas Judikovic
981,USHMM,RG-50.165*0121,Oral history interview with Tom Lantos
982,USHMM,RG-50.030*0114,Oral history interview with Sylvia Kolski
983,USHMM,RG-50.150*0001,Oral history interview with Ann Callman
984,USHMM,RG-50.322*0012,Oral history interview with Lee Fishman
985,Fortunoff,HVT-5,Renée G. Holocaust testimony (HVT-5)
986,Fortunoff,HVT-6,Lucie W. Holocaust testimony (HVT-6)
987,Fortunoff,HVT-7,Inge Marie B. Holocaust testimony (HVT-7)
988,Fortunoff,HVT-8,Stanley S. Holocaust testimony (HVT-8)
989,Fortunoff,HVT-11,Schifre Z. Holocaust testimony (HVT-11)
990,Fortunoff,HVT-12,Dora and Salo R. Holocaust testimony (HVT-12)
991,Fortunoff,HVT-13,Shmuel S. and Dora R. Holocaust testimony (HVT-13)
992,Fortunoff,HVT-14,Kurt and Trude S. Holocaust testimony (HVT-14)
993,Fortunoff,HVT-15,Helene R. Holocaust testimony (HVT-15)
994,Fortunoff,HVT-16,Alexander L. Holocaust testimony (HVT-16)
995,Fortunoff,HVT-21,Doni and Anna S. Holocaust testimony (HVT-21)
996,Fortunoff,HVT-23,Shirley W. Holocaust testimony (HVT-23)
997,Fortunoff,HVT-24,Gregory F. Holocaust testimony (HVT-24)
998,Fortunoff,HVT-25,Genia T. Holocaust testimony (HVT-25)
999,Fortunoff,HVT-27,Eva K. Holocaust testimony (HVT-27)
1000,Fortunoff,HVT-29,Eva S. Holocaust testimony (HVT-29)
1001,Fortunoff,HVT-30,Frank S. Holocaust testimony (HVT-30)
1002,Fortunoff,HVT-31,Betty C. Holocaust testimony (HVT-31)
1003,Fortunoff,HVT-32,Newton S. Holocaust testimony (HVT-32)
1004,Fortunoff,HVT-36,Celia K. Holocaust testimony (HVT-36)
1005,Fortunoff,HVT-39,Harry T. Holocaust testimony (HVT-39)
1006,Fortunoff,HVT-46,Dori L. Holocaust testimony (HVT-46)
1007,Fortunoff,HVT-47,Edith H. Holocaust testimony (HVT-47)
1008,Fortunoff,HVT-48,Paul D. Holocaust testimony (HVT-48)
1009,Fortunoff,HVT-49,Count Stanley M. Holocaust testimony (HVT-49)
1010,Fortunoff,HVT-51,Peter G. Holocaust testimony (HVT-51)
1011,Fortunoff,HVT-52,Emma S. Holocaust testimony (HVT-52)
1012,Fortunoff,HVT-54,Gustav R. Holocaust testimony (HVT-54)
1013,Fortunoff,HVT-56,Mendel S. Holocaust testimony (HVT-56)
1014,Fortunoff,HVT-59,Dori K. Holocaust testimony (HVT-59)
1015,Fortunoff,HVT-63,Julia A. Holocaust testimony (HVT-63)
1016,Fortunoff,HVT-72,Beatrice S. Holocaust testimony (HVT-72)
1017,Fortunoff,HVT-73,Esther K. Holocaust testimony (HVT-73)
1018,Fortunoff,HVT-76,Bronia K. Holocaust testimony (HVT-76)
1019,Fortunoff,HVT-85,Kochevit P. Holocaust testimony (HVT-85)
1020,Fortunoff,HVT-86,Celina S. Holocaust testimony (HVT-86)
1021,Fortunoff,HVT-87,Niusia A. Holocaust testimony (HVT-87)
1022,Fortunoff,HVT-88,Olga S. Holocaust testimony (HVT-88)
1023,Fortunoff,HVT-89,Bronia and Nathan L. Holocaust testimony (HVT-89)
1024,Fortunoff,HVT-90,Varda H. Holocaust testimony (HVT-90)
1025,Fortunoff,HVT-95,Elizabeth D. Holocaust testimony (HVT-95)
1026,Fortunoff,HVT-96,Erich G. Holocaust testimony (HVT-96)
1027,Fortunoff,HVT-97,Walter K. Holocaust testimony (HVT-97)
1028,Fortunoff,HVT-101,Ena L. Holocaust testimony (HVT-101)
1029,Fortunoff,HVT-103,Agnes S. Holocaust testimony (HVT-103)
1030,Fortunoff,HVT-105,Robert S. Holocaust testimony (HVT-105)
1031,Fortunoff,HVT-106,Rabbi Meyer S. Holocaust testimony (HVT-106)
1032,Fortunoff,HVT-109,Annie C. Holocaust testimony with Jackie B. (HVT-109)
1033,Fortunoff,HVT-110,Ralph F. Holocaust testimony (HVT-110)
1034,Fortunoff,HVT-112,Joseph Z. Holocaust testimony (HVT-112)
1035,Fortunoff,HVT-115,Frania R. Holocaust testimony (HVT-115)
1036,Fortunoff,HVT-117,Felicia B. Holocaust testimony (HVT-117)
1037,Fortunoff,HVT-118,Lee R. Holocaust testimony (HVT-118)
1038,Fortunoff,HVT-119,Gina E. Holocaust testimony (HVT-119)
1039,Fortunoff,HVT-121,Sylvia F. Holocaust testimony (HVT-121)
1040,Fortunoff,HVT-122,Elizabeth G. Holocaust testimony (HVT-122)
1041,Fortunoff,HVT-123,Irene G. Holocaust testimony (HVT-123)
1042,Fortunoff,HVT-124,Kathe P. Holocaust testimony (HVT-124)
1043,Fortunoff,HVT-126,Alex P. Holocaust testimony (HVT-126)
1044,Fortunoff,HVT-127,Pauline M. Holocaust testimony (HVT-127)
1045,Fortunoff,HVT-128,Herman P. Holocaust testimony (HVT-128)
1046,Fortunoff,HVT-130,Gitta L. Holocaust testimony (HVT-130)
1047,Fortunoff,HVT-133,Ernestine T. Holocaust testimony (HVT-133)
1048,Fortunoff,HVT-139,Rachel G. Holocaust testimony (HVT-139)
1049,Fortunoff,HVT-147,David L. Holocaust testimony (HVT-147)
1050,Fortunoff,HVT-148,Erena A. Holocaust testimony (HVT-148)
1051,Fortunoff,HVT-151,Stefan R. Holocaust testimony (HVT-151)
1052,Fortunoff,HVT-154,"Albert, Gina, and Kurt K. Holocaust testimony (HVT-154)"
1053,Fortunoff,HVT-155,Ludwig F. Holocaust testimony (HVT-155)
1054,Fortunoff,HVT-156,Lois and Abraham J. Holocaust testimony (HVT-156)
1055,Fortunoff,HVT-157,Jack P. Holocaust testimony (HVT-157)
1056,Fortunoff,HVT-161,Rev. Michael V. Holocaust testimony (HVT-161)
1057,Fortunoff,HVT-164,Siegried K. Holocaust testimony (HVT-164)
1058,Fortunoff,HVT-167,Frank L. Holocaust testimony (HVT-167)
1059,Fortunoff,HVT-168,Ruth W. and Maryann L. Holocaust testimony (HVT-168)
1060,Fortunoff,HVT-170,Hans F. Holocaust testimony (HVT-170)
1061,Fortunoff,HVT-171,Johanna C. Holocaust testimony (HVT-171)
1062,Fortunoff,HVT-172,Esther R. Holocaust testimony (HVT-172)
1063,Fortunoff,HVT-173,Karl S. Holocaust testimony (HVT-173)
1064,Fortunoff,HVT-174,Philip H. Holocaust testimony (HVT-174)
1065,Fortunoff,HVT-177,Hanna D. Holocaust testimony (HVT-177)
1066,Fortunoff,HVT-181,Bella G. Holocaust testimony (HVT-181)
1067,Fortunoff,HVT-182,Jonas G. Holocaust testimony (HVT-182)
1068,USC Shoah Foundation,17,Oral history interview with Alice Hemar
1069,USC Shoah Foundation,43,Oral history interview with Sonia Papper
1070,USC Shoah Foundation,93,Oral history interview with James Hayes
1071,USC Shoah Foundation,162,Oral history interview with Brigitte Medvin
1072,USC Shoah Foundation,188,Oral history interview with Emilie Stern
1073,USC Shoah Foundation,214,Oral history interview with Anna Fischer
1074,USC Shoah Foundation,321,Oral history interview with Eva Abraham-Podietz
1075,USC Shoah Foundation,352,Oral history interview with Barbara Drotow
1076,USC Shoah Foundation,444,Oral history interview with John Damski
1077,USC Shoah Foundation,449,Oral history interview with Fred Buch
1078,USC Shoah Foundation,523,Oral history interview with Freda Rosenblatt
1079,USC Shoah Foundation,597,Oral history interview with Clara Skaletzky
1080,USC Shoah Foundation,598,Oral history interview with Nathan Skaletzky
1081,USC Shoah Foundation,752,Oral history interview with Helena Snidman
1082,USC Shoah Foundation,753,Oral history interview with Esther Bem
1083,USC Shoah Foundation,766,Oral history interview with Esther Fox
1084,USC Shoah Foundation,769,Oral history interview with Peretz Rotenberg
1085,USC Shoah Foundation,868,Oral history interview with Louis Goldman
1086,USC Shoah Foundation,893,Oral history interview with Victor Ungar
1087,USC Shoah Foundation,964,Oral history interview with Michael Kaplan
1088,USC Shoah Foundation,1020,Oral history interview with Isadore Hollander
1089,USC Shoah Foundation,1085,Oral history interview with Jan Karski
1090,USC Shoah Foundation,1132,Oral history interview with Marianne Cooper
1091,USC Shoah Foundation,1173,Oral history interview with Richard Billauer
1092,USC Shoah Foundation,1222,Oral history interview with Samuel Honigman
1093,USC Shoah Foundation,1316,Oral history interview with Sam Simchovitch
1094,USC Shoah Foundation,1363,Oral history interview with Lilly Wolf
1095,USC Shoah Foundation,1473,Oral history interview with Ruth Keller
1096,USC Shoah Foundation,1511,Oral history interview with Sara Hertzberg
1097,USC Shoah Foundation,1518,Oral history interview with Jacob Gang
1098,USC Shoah Foundation,1550,Oral history interview with Henry Wellisch
1099,USC Shoah Foundation,1603,Oral history interview with Pèter Fischl
1100,USC Shoah Foundation,1692,Oral history interview with Anya Kagan Kornhauser
1101,USC Shoah Foundation,1721,Oral history interview with Peter Daniels
1102,USC Shoah Foundation,1736,Oral history interview with Gershon Wilkenfeld
1103,USC Shoah Foundation,1765,Oral history interview with Esther Hautzig
1104,USC Shoah Foundation,1775,Oral history interview with Rose Leibowitz
1105,USC Shoah Foundation,1826,Oral history interview with Gregory Leyfell
1106,USC Shoah Foundation,1965,Oral history interview with Sabina Wagschal
1107,USC Shoah Foundation,2002,Oral history interview with Jack Pomerantz
1108,USC Shoah Foundation,2031,Oral history interview with Ester Krik
1109,USC Shoah Foundation,2067,Oral history interview with Dolf Ringel
1110,USC Shoah Foundation,2074,Oral history interview with Sonia Zyroff
1111,USC Shoah Foundation,2165,Oral history interview with Harry Brill
1112,USC Shoah Foundation,2170,Oral history interview with Solomon Kupitz
1113,USC Shoah Foundation,2316,Oral history interview with Betty Gold
1114,USC Shoah Foundation,2353,Oral history interview with Margaret Lambert
1115,USC Shoah Foundation,2391,Oral history interview with Eva Shane
1116,USC Shoah Foundation,2435,Oral history interview with Eva Bergmann
1117,USC Shoah Foundation,2522,Oral history interview with Paul Strassmann
1118,USC Shoah Foundation,2539,Oral history interview with Bronia Hatfield
1119,USC Shoah Foundation,2590,Oral history interview with Jenny Singer
1120,USC Shoah Foundation,2735,Oral history interview with Sonia Friedman
1121,USC Shoah Foundation,2804,Oral history interview with Charlotte Chaney
1122,USC Shoah Foundation,2851,Oral history interview with Chana Gitalis
1123,USC Shoah Foundation,2906,Oral history interview with Ruth Kurland
1124,USC Shoah Foundation,2980,Oral history interview with Nathan Sobel
1125,USC Shoah Foundation,2996,Oral history interview with Joseph Roos
1126,USC Shoah Foundation,3002,Oral history interview with Rose Schachter
1127,USC Shoah Foundation,3103,Oral history interview with Helen Zelinger
1128,USC Shoah Foundation,3150,Oral history interview with Nathan Peters
1129,USC Shoah Foundation,3165,Oral history interview with Ruth Labovitch
1130,USC Shoah Foundation,3277,Oral history interview with Mark Rosenthal
1131,USC Shoah Foundation,3283,Oral history interview with Alexander Kronhart
1132,USC Shoah Foundation,3331,Oral history interview with Norman Salsitz
1133,USC Shoah Foundation,3341,Oral history interview with John Horak
1134,USC Shoah Foundation,3360,Oral history interview with Dorothea Bloch
1135,USC Shoah Foundation,3361,Oral history interview with Sam Carmel
1136,USC Shoah Foundation,3376,Oral history interview with Aldean Mason
1137,USC Shoah Foundation,3449,Oral history interview with Benzion Gerstein
1138,USC Shoah Foundation,3524,Oral history interview with Walter Mason
1139,USC Shoah Foundation,3659,Oral history interview with Dorrit St. John
1140,USC Shoah Foundation,3685,Oral history interview with Max Sitzer
1141,USC Shoah Foundation,3690,Oral history interview with Harry B. Spitz
1142,USC Shoah Foundation,3721,Oral history interview with Jean Greenstein
1143,USC Shoah Foundation,3757,Oral history interview with Magda Marx
1144,USC Shoah Foundation,3804,Oral history interview with Peter Malkin
1145,USC Shoah Foundation,3820,Oral history interview with Regina Goldstein
1146,USC Shoah Foundation,3835,Oral history interview with Maurice Myers
1147,USC Shoah Foundation,3848,Oral history interview with Gerald Grossman
1148,USC Shoah Foundation,3858,Oral history interview with Miriam Schneid-Ofseyer
1149,USC Shoah Foundation,3874,Oral history interview with Arthur Kern
1150,USC Shoah Foundation,3928,Oral history interview with Leslie Banos
1151,USC Shoah Foundation,3933,Oral history interview with Mary Stolar
1152,USC Shoah Foundation,3984,Oral history interview with Zipora Nutovits
1153,USC Shoah Foundation,4032,Oral history interview with Jack Skovronski
1154,USC Shoah Foundation,4078,Oral history interview with Lily Feldman
1155,USC Shoah Foundation,4122,Oral history interview with Jean Melzer
1156,USC Shoah Foundation,4160,Oral history interview with Ben Roter
1157,USC Shoah Foundation,4184,Oral history interview with Frances Jones
1158,USC Shoah Foundation,4247,Oral history interview with Emery Angles
1159,USC Shoah Foundation,4289,Oral history interview with Ida Paluch
1160,USC Shoah Foundation,4513,Oral history interview with Paul Parks
1161,USC Shoah Foundation,4662,Oral history interview with Wilhelmina De Groot
1162,USC Shoah Foundation,4670,Oral history interview with Edith Abrahams
1163,USC Shoah Foundation,4686,Oral history interview with Ivan Devai
1164,USC Shoah Foundation,4695,Oral history interview with Ignac Feldman
1165,USC Shoah Foundation,4700,Oral history interview with Edith Sheldon
1166,USC Shoah Foundation,4764,Oral history interview with Stephen Muller
1167,USC Shoah Foundation,4830,Oral history interview with Norbert Kerenyi
1168,USC Shoah Foundation,4919,Oral history interview with Mikail Becker
1169,USC Shoah Foundation,5103,Oral history interview with Cornelia Aaron-Swaab
1170,USC Shoah Foundation,5188,Oral history interview with Hilde Jaffe
1171,USC Shoah Foundation,5261,Oral history interview with Stefan Kosinski
1172,USC Shoah Foundation,5275,Oral history interview with Stephen Howard
1173,USC Shoah Foundation,5328,Oral history interview with Esther Barishman
1174,USC Shoah Foundation,5357,Oral history interview with Dorothy Greenstein
1175,USC Shoah Foundation,5430,Oral history interview with Henry Borenstein
1176,USC Shoah Foundation,5470,Oral history interview with Adrian van As
1177,USC Shoah Foundation,5471,Oral history interview with Bertha van As
1178,USC Shoah Foundation,5644,Oral history interview with David Landau
1179,USC Shoah Foundation,5654,Oral history interview with Leon Wise
1180,USC Shoah Foundation,5761,Oral history interview with Dov Feit
1181,USC Shoah Foundation,5795,Oral history interview with Leslie Hardman
1182,USC Shoah Foundation,5799,Oral history interview with Sulia Rubin
1183,USC Shoah Foundation,5837,Oral history interview with Sabina Heller
1184,USC Shoah Foundation,5883,Oral history interview with Lisa Murik
1185,USC Shoah Foundation,5891,Oral history interview with Julia Lentini
1186,USC Shoah Foundation,6052,Oral history interview with Joshua Degani
1187,USC Shoah Foundation,6159,Oral history interview with Magda Hedges
1188,USC Shoah Foundation,6257,Oral history interview with Wlodka Robertson
1189,USC Shoah Foundation,6320,Oral history interview with Bernice Greenbaum
1190,USC Shoah Foundation,6503,Oral history interview with Charlotte Seeman
1191,USC Shoah Foundation,6554,Oral history interview with Harry Magid
1192,USC Shoah Foundation,6762,Oral history interview with William Levy
1193,USC Shoah Foundation,6777,Oral history interview with Stephanie Druc
1194,USC Shoah Foundation,6878,Oral history interview with Motel Pogir
1195,USC Shoah Foundation,6944,Oral history interview with Santa Pelham
1196,USC Shoah Foundation,6989,Oral history interview with Ellen Kaidanow
1197,USC Shoah Foundation,7094,Oral history interview with Henia Goldman
1198,USC Shoah Foundation,7157,Oral history interview with Robert Geminder
1199,USC Shoah Foundation,7177,Oral history interview with Betty Cohen
1200,USC Shoah Foundation,7282,Oral history interview with Nison Katz
1201,USC Shoah Foundation,7302,Oral history interview with Ethel Katz
1202,USC Shoah Foundation,7337,Oral history interview with Hanns Saenger
1203,USC Shoah Foundation,7358,Oral history interview with Aharon Golub
1204,USC Shoah Foundation,7414,Oral history interview with Pepa Rosenman
1205,USC Shoah Foundation,7415,Oral history interview with Alexandra Mayzel Lauterbach
1206,USC Shoah Foundation,7437,Oral history interview with Charlene Schiff
1207,USC Shoah Foundation,7455,Oral history interview with Paula Tencer
1208,USC Shoah Foundation,7458,Oral history interview with Bernard Schuster
1209,USC Shoah Foundation,7598,Oral history interview with Odette Ross
1210,USC Shoah Foundation,7600,Oral history interview with Rita Childs
1211,USC Shoah Foundation,7722,Oral history interview with Emil Goldbarten
1212,USC Shoah Foundation,7777,Oral history interview with Simon Stemer
1213,USC Shoah Foundation,7860,Oral history interview with Jerry Shane
1214,USC Shoah Foundation,8191,Oral history interview with Jacques Rosenthal
1215,USC Shoah Foundation,8212,Oral history interview with Lucie Porges
1216,USC Shoah Foundation,8252,Oral history interview with Michael Librach
1217,USC Shoah Foundation,8361,Oral history interview with Manya Winshell
1218,USC Shoah Foundation,8370,Oral history interview with Kaz Wolff-Zdzienicki
1219,USC Shoah Foundation,8527,Oral history interview with Aaron Elster
1220,USC Shoah Foundation,8610,Oral history interview with Isaac Levy
1221,USC Shoah Foundation,8725,Oral history interview with Irene Gut-Opdyke
1222,USC Shoah Foundation,8753,Oral history interview with Toby Fluek
1223,USC Shoah Foundation,8805,Oral history interview with Esther Bankier
1224,USC Shoah Foundation,8895,Oral history interview with Ellen Picker
1225,USC Shoah Foundation,8962,Oral history interview with Ruth Oppenheimer
1226,USC Shoah Foundation,9031,Oral history interview with Khane Baltser
1227,USC Shoah Foundation,9091,Oral history interview with Moshe Rojek
1228,USC Shoah Foundation,9102,Oral history interview with Leo Pop
1229,USC Shoah Foundation,9156,Oral history interview with Gisela Konopka
1230,USC Shoah Foundation,9168,Oral history interview with Vivien Spitz
1231,USC Shoah Foundation,9193,Oral history interview with Leonie Hilton
1232,USC Shoah Foundation,9215,Oral history interview with Clara Posner
